NQUEST,AREA5,YL,YT,YM,YC,CD,CN,S,AR,AF,PF,BD,ANASC,ETA,Q
512941,5,0.0,42900.0,25000.0,5000.0,0,29000.0,43900.0,655000.0,5000.0,0,45000,1988,16,3
512943,5,0.0,15990.0,0.0,5485.550453,0,8900.0,12575.55045,220000.0,22362.9315,0,20000,1926,78,3
512943,5,0.0,15990.0,0.0,5485.550453,0,8900.0,12575.55045,220000.0,22362.9315,0,20000,1920,84,3
512944,5,29000.0,0.0,0.0,3682.97233,650,21600.0,10432.97233,126000.0,10000.0,0,20000,1951,53,3
512944,5,29000.0,0.0,0.0,3682.97233,650,21600.0,10432.97233,126000.0,10000.0,0,20000,1950,54,1
512944,5,29000.0,0.0,0.0,3682.97233,650,21600.0,10432.97233,126000.0,10000.0,0,20000,1980,24,1
512952,1,14000.0,-2500.0,10000.0,4341.052961,0,10200.0,15641.05296,320000.0,17000.0,45000,9500,1962,42,2
512952,1,14000.0,-2500.0,10000.0,4341.052961,0,10200.0,15641.05296,320000.0,17000.0,45000,9500,1970,34,1
512952,1,14000.0,-2500.0,10000.0,4341.052961,0,10200.0,15641.05296,320000.0,17000.0,45000,9500,1995,9,3
512952,1,14000.0,-2500.0,10000.0,4341.052961,0,10200.0,15641.05296,320000.0,17000.0,45000,9500,1997,7,3
512963,1,0.0,18000.0,0.0,3655.591461,200,18600.0,2855.591461,81000.0,6700.0,0,3000,1941,63,3
512963,1,0.0,18000.0,0.0,3655.591461,200,18600.0,2855.591461,81000.0,6700.0,0,3000,1944,60,3
512979,1,32000.0,0.0,0.0,287.4827113,0,30990.0,1297.482711,7000.0,16569.70599,0,20000,1953,51,1
512979,1,32000.0,0.0,0.0,287.4827113,0,30990.0,1297.482711,7000.0,16569.70599,0,20000,1957,47,1
512979,1,32000.0,0.0,0.0,287.4827113,0,30990.0,1297.482711,7000.0,16569.70599,0,20000,1980,24,3
512979,1,32000.0,0.0,0.0,287.4827113,0,30990.0,1297.482711,7000.0,16569.70599,0,20000,1980,24,3
512997,1,0.0,28665.0,0.0,9650.551699,2000,28200.0,8115.551699,178000.0,189915.8492,0,43000,1939,65,3
512997,1,0.0,28665.0,0.0,9650.551699,2000,28200.0,8115.551699,178000.0,189915.8492,0,43000,1945,59,3
513041,1,0.0,7200.0,0.0,1238.395791,0,10800.0,-2361.604209,20000.0,4627.541559,0,2000,1930,74,3
513045,1,26000.0,0.0,0.0,-230.4498173,0,21300.0,4469.550183,316000.0,1301.660768,125000,18000,1956,48,1
513045,1,26000.0,0.0,0.0,-230.4498173,0,21300.0,4469.550183,316000.0,1301.660768,125000,18000,1956,48,1
513045,1,26000.0,0.0,0.0,-230.4498173,0,21300.0,4469.550183,316000.0,1301.660768,125000,18000,1987,17,3
513053,1,13000.0,0.0,0.0,3686.003901,0,18000.0,-1313.996099,150002.0,10365.37129,0,13000,1951,53,1
513053,1,13000.0,0.0,0.0,3686.003901,0,18000.0,-1313.996099,150002.0,10365.37129,0,13000,1956,48,3
513064,1,38500.0,0.0,0.0,3124.458495,15500,27000.0,-875.541505,0.0,15000.0,1500,9500,1955,49,1
513064,1,38500.0,0.0,0.0,3124.458495,15500,27000.0,-875.541505,0.0,15000.0,1500,9500,1960,44,1
513064,1,38500.0,0.0,0.0,3124.458495,15500,27000.0,-875.541505,0.0,15000.0,1500,9500,1983,21,1
513113,1,28500.0,0.0,0.0,15606.31832,1900,32400.0,9806.318316,166000.0,41500.0,1600,20000,1962,42,1
513113,1,28500.0,0.0,0.0,15606.31832,1900,32400.0,9806.318316,166000.0,41500.0,1600,20000,1958,46,1
513113,1,28500.0,0.0,0.0,15606.31832,1900,32400.0,9806.318316,166000.0,41500.0,1600,20000,1992,12,3
513113,1,28500.0,0.0,0.0,15606.31832,1900,32400.0,9806.318316,166000.0,41500.0,1600,20000,1996,8,3
513128,1,78900.0,0.0,0.0,14970.93126,2000,39100.0,52770.93126,235000.0,84000.0,30000,32000,1947,57,1
513128,1,78900.0,0.0,0.0,14970.93126,2000,39100.0,52770.93126,235000.0,84000.0,30000,32000,1953,51,1
513128,1,78900.0,0.0,0.0,14970.93126,2000,39100.0,52770.93126,235000.0,84000.0,30000,32000,1982,22,3
513131,1,0.0,18200.0,0.0,22388.36647,0,34000.0,6588.366466,615000.0,14000.0,0,55000,1938,66,3
513131,1,0.0,18200.0,0.0,22388.36647,0,34000.0,6588.366466,615000.0,14000.0,0,55000,1935,69,3
513140,1,0.0,7462.0,0.0,0.0,0,5820.0,1642.0,0.0,0.0,0,1500,1945,59,3
513182,1,21000.0,0.0,0.0,221.282864,1000,21600.0,-1378.717136,3000.0,13000.0,0,20000,1970,34,1
513182,1,21000.0,0.0,0.0,221.282864,1000,21600.0,-1378.717136,3000.0,13000.0,0,20000,1972,32,1
513183,1,0.0,18200.0,0.0,7603.82199,600,21600.0,3603.82199,7000.0,35000.0,0,20000,1931,73,3
513194,1,19400.0,12870.0,20000.0,9030.65966,2000,51600.0,7700.65966,265000.0,35000.0,0,40000,1936,68,3
513194,1,19400.0,12870.0,20000.0,9030.65966,2000,51600.0,7700.65966,265000.0,35000.0,0,40000,1930,74,3
513194,1,19400.0,12870.0,20000.0,9030.65966,2000,51600.0,7700.65966,265000.0,35000.0,0,40000,1962,42,1
513194,1,19400.0,12870.0,20000.0,9030.65966,2000,51600.0,7700.65966,265000.0,35000.0,0,40000,1959,45,2
513222,1,0.0,8502.0,0.0,6124.458495,0,13200.0,1426.458495,105000.0,15000.0,0,22000,1926,78,3
513224,1,23600.0,0.0,0.0,24.891699,0,23800.0,-175.108301,2500.0,3000.0,2000,15000,1967,37,1
513224,1,23600.0,0.0,0.0,24.891699,0,23800.0,-175.108301,2500.0,3000.0,2000,15000,1961,43,3
513224,1,23600.0,0.0,0.0,24.891699,0,23800.0,-175.108301,2500.0,3000.0,2000,15000,1990,14,3
513230,1,34800.0,0.0,0.0,8400.81733,0,34600.0,8600.81733,126000.0,35000.0,36000,28000,1960,44,1
513230,1,34800.0,0.0,0.0,8400.81733,0,34600.0,8600.81733,126000.0,35000.0,36000,28000,1964,40,1
513230,1,34800.0,0.0,0.0,8400.81733,0,34600.0,8600.81733,126000.0,35000.0,36000,28000,1988,16,3
513326,4,0.0,12000.0,0.0,3600.0,0,15600.0,0.0,80000.0,0.0,0,7000,1968,36,3
513326,4,0.0,12000.0,0.0,3600.0,0,15600.0,0.0,80000.0,0.0,0,7000,1971,33,3
513326,4,0.0,12000.0,0.0,3600.0,0,15600.0,0.0,80000.0,0.0,0,7000,1991,13,3
513326,4,0.0,12000.0,0.0,3600.0,0,15600.0,0.0,80000.0,0.0,0,7000,1995,9,3
513326,4,0.0,12000.0,0.0,3600.0,0,15600.0,0.0,80000.0,0.0,0,7000,1997,7,3
513329,4,3600.0,9750.0,0.0,2400.0,8000,11400.0,-3650.0,100000.0,0.0,5000,8000,1937,67,3
513329,4,3600.0,9750.0,0.0,2400.0,8000,11400.0,-3650.0,100000.0,0.0,5000,8000,1940,64,3
513329,4,3600.0,9750.0,0.0,2400.0,8000,11400.0,-3650.0,100000.0,0.0,5000,8000,1970,34,1
513330,4,0.0,9620.0,0.0,12822.73723,0,29100.0,-6657.262767,650100.0,1000.0,12000,8000,1937,67,3
513330,4,0.0,9620.0,0.0,12822.73723,0,29100.0,-6657.262767,650100.0,1000.0,12000,8000,1942,62,3
513335,4,17400.0,11700.0,0.0,2428.7,0,13800.0,17728.7,140000.0,0.0,10000,7500,1946,58,3
513335,4,17400.0,11700.0,0.0,2428.7,0,13800.0,17728.7,140000.0,0.0,10000,7500,1946,58,3
513335,4,17400.0,11700.0,0.0,2428.7,0,13800.0,17728.7,140000.0,0.0,10000,7500,1972,32,1
513335,4,17400.0,11700.0,0.0,2428.7,0,13800.0,17728.7,140000.0,0.0,10000,7500,1976,28,1
513335,4,17400.0,11700.0,0.0,2428.7,0,13800.0,17728.7,140000.0,0.0,10000,7500,1977,27,3
513348,4,0.0,6461.0,0.0,2224.426685,300,7680.0,705.4266854,80250.0,7764.839841,0,12000,1936,68,3
513369,1,0.0,14950.0,0.0,5480.005569,1000,19200.0,230.0055693,101000.0,8137.577147,0,20000,1933,71,3
513369,1,0.0,14950.0,0.0,5480.005569,1000,19200.0,230.0055693,101000.0,8137.577147,0,20000,1935,69,3
513370,1,0.0,7800.0,0.0,69.05579559,0,9600.0,-1730.944204,2000.0,8322.749956,0,5000,1912,92,3
513373,1,0.0,24700.0,0.0,6345.350181,1000,25200.0,4845.350181,122000.0,20884.24659,0,30000,1944,60,3
513373,1,0.0,24700.0,0.0,6345.350181,1000,25200.0,4845.350181,122000.0,20884.24659,0,30000,1942,62,3
513375,1,13500.0,0.0,0.0,22.19602163,250,16700.0,-3427.803978,2000.0,2675.111285,0,8000,1954,50,1
513375,1,13500.0,0.0,0.0,22.19602163,250,16700.0,-3427.803978,2000.0,2675.111285,0,8000,1982,22,3
513377,1,13600.0,5850.0,0.0,4244.9287,0,22800.0,894.9287001,61000.0,5414.901576,0,7500,1957,47,1
513377,1,13600.0,5850.0,0.0,4244.9287,0,22800.0,894.9287001,61000.0,5414.901576,0,7500,1927,77,3
513380,1,0.0,9100.0,0.0,6325.453977,250,14400.0,775.4539771,251000.0,31670.52956,0,8000,1929,75,3
513382,1,0.0,16900.0,0.0,4908.241936,250,20400.0,1158.241936,102500.0,8594.011578,0,10000,1932,72,3
513382,1,0.0,16900.0,0.0,4908.241936,250,20400.0,1158.241936,102500.0,8594.011578,0,10000,1938,66,3
513384,1,0.0,44850.0,0.0,7635.479595,1000,43200.0,8285.479595,253000.0,18853.99298,0,25000,1944,60,3
513384,1,0.0,44850.0,0.0,7635.479595,1000,43200.0,8285.479595,253000.0,18853.99298,0,25000,1937,67,3
513384,1,0.0,44850.0,0.0,7635.479595,1000,43200.0,8285.479595,253000.0,18853.99298,0,25000,1910,94,3
513386,1,20500.0,27300.0,0.0,6042.615429,4000,35300.0,14542.61543,102000.0,5136.101214,0,30000,1929,75,3
513386,1,20500.0,27300.0,0.0,6042.615429,4000,35300.0,14542.61543,102000.0,5136.101214,0,30000,1935,69,3
513386,1,20500.0,27300.0,0.0,6042.615429,4000,35300.0,14542.61543,102000.0,5136.101214,0,30000,1972,32,1
513388,1,0.0,13650.0,0.0,6259.901872,0,18000.0,1909.901872,51500.0,31323.92106,0,7000,1933,71,3
513390,1,0.0,15600.0,0.0,3608.297233,100,18000.0,1108.297233,61000.0,1000.0,0,6000,1936,68,3
513390,1,0.0,15600.0,0.0,3608.297233,100,18000.0,1108.297233,61000.0,1000.0,0,6000,1961,43,3
513406,2,0.0,0.0,40000.0,11609.60067,0,26400.0,25209.60067,410000.0,9500.0,25000,25000,1956,48,2
513406,2,0.0,0.0,40000.0,11609.60067,0,26400.0,25209.60067,410000.0,9500.0,25000,25000,1958,46,2
513406,2,0.0,0.0,40000.0,11609.60067,0,26400.0,25209.60067,410000.0,9500.0,25000,25000,1985,19,3
513406,2,0.0,0.0,40000.0,11609.60067,0,26400.0,25209.60067,410000.0,9500.0,25000,25000,1988,16,3
513411,2,22350.0,0.0,0.0,8826.02233,0,15950.0,15226.02233,120000.0,10000.0,15000,23000,1966,38,1
513421,2,25200.0,0.0,0.0,5585.396796,0,21600.0,9185.396796,122500.0,12000.0,9000,14000,1966,38,1
513421,2,25200.0,0.0,0.0,5585.396796,0,21600.0,9185.396796,122500.0,12000.0,9000,14000,1964,40,1
513424,4,35100.0,250.0,0.0,3600.0,1600,33600.0,3750.0,104000.0,0.0,21200,19000,1942,62,1
513424,4,35100.0,250.0,0.0,3600.0,1600,33600.0,3750.0,104000.0,0.0,21200,19000,1969,35,1
513424,4,35100.0,250.0,0.0,3600.0,1600,33600.0,3750.0,104000.0,0.0,21200,19000,1978,26,3
513427,2,27145.0,0.0,0.0,6124.978459,10000,24000.0,-730.0215409,2500.0,15062.66717,0,35000,1974,30,1
513427,2,27145.0,0.0,0.0,6124.978459,10000,24000.0,-730.0215409,2500.0,15062.66717,0,35000,1969,35,1
513427,2,27145.0,0.0,0.0,6124.978459,10000,24000.0,-730.0215409,2500.0,15062.66717,0,35000,2001,3,3
513427,2,27145.0,0.0,0.0,6124.978459,10000,24000.0,-730.0215409,2500.0,15062.66717,0,35000,2004,0,3
513428,2,40000.0,0.0,0.0,7576.187864,10500,12600.0,24476.18786,174500.0,18000.0,0,30000,1964,40,1
513428,2,40000.0,0.0,0.0,7576.187864,10500,12600.0,24476.18786,174500.0,18000.0,0,30000,1973,31,1
513428,2,40000.0,0.0,0.0,7576.187864,10500,12600.0,24476.18786,174500.0,18000.0,0,30000,1996,8,3
513430,4,22000.0,0.0,0.0,1689.998083,400,16200.0,7089.998083,1000.0,7500.0,5000,15000,1967,37,1
513430,4,22000.0,0.0,0.0,1689.998083,400,16200.0,7089.998083,1000.0,7500.0,5000,15000,1969,35,1
513430,4,22000.0,0.0,0.0,1689.998083,400,16200.0,7089.998083,1000.0,7500.0,5000,15000,2001,3,3
513430,4,22000.0,0.0,0.0,1689.998083,400,16200.0,7089.998083,1000.0,7500.0,5000,15000,2003,1,3
513431,3,30000.0,2000.0,0.0,9800.700316,0,24000.0,17800.70032,155000.0,3500.0,18000,18000,1970,34,1
513431,3,30000.0,2000.0,0.0,9800.700316,0,24000.0,17800.70032,155000.0,3500.0,18000,18000,1968,36,1
513431,3,30000.0,2000.0,0.0,9800.700316,0,24000.0,17800.70032,155000.0,3500.0,18000,18000,1999,5,3
513435,2,0.0,6000.0,0.0,6082.97233,0,11400.0,682.97233,6000.0,10000.0,0,20000,1976,28,3
513435,2,0.0,6000.0,0.0,6082.97233,0,11400.0,682.97233,6000.0,10000.0,0,20000,1998,6,3
513437,5,34000.0,0.0,0.0,9949.299549,0,33850.0,10099.29955,760000.0,6500.0,0,40000,1964,40,1
513437,5,34000.0,0.0,0.0,9949.299549,0,33850.0,10099.29955,760000.0,6500.0,0,40000,1972,32,1
513437,5,34000.0,0.0,0.0,9949.299549,0,33850.0,10099.29955,760000.0,6500.0,0,40000,2000,4,3
513438,5,0.0,0.0,12000.0,3016.594466,0,15000.0,16.594466,127000.0,3000.0,0,40000,1964,40,2
513438,5,0.0,0.0,12000.0,3016.594466,0,15000.0,16.594466,127000.0,3000.0,0,40000,1971,33,3
513438,5,0.0,0.0,12000.0,3016.594466,0,15000.0,16.594466,127000.0,3000.0,0,40000,2003,1,3
513438,5,0.0,0.0,12000.0,3016.594466,0,15000.0,16.594466,127000.0,3000.0,0,40000,2003,1,3
513439,4,15000.0,0.0,17000.0,5090.403155,0,13200.0,23890.40316,35000.0,35000.0,0,40000,1967,37,1
513439,4,15000.0,0.0,17000.0,5090.403155,0,13200.0,23890.40316,35000.0,35000.0,0,40000,1971,33,2
513442,2,30500.0,0.0,0.0,4.1486165,10500,19200.0,804.1486165,500.0,500.0,0,13000,1962,42,1
513442,2,30500.0,0.0,0.0,4.1486165,10500,19200.0,804.1486165,500.0,500.0,0,13000,1981,23,1
513449,5,19500.0,0.0,18000.0,2435.299785,10500,27900.0,1535.299785,44590.71074,4254.40442,0,17000,1973,31,1
513449,5,19500.0,0.0,18000.0,2435.299785,10500,27900.0,1535.299785,44590.71074,4254.40442,0,17000,1970,34,2
513449,5,19500.0,0.0,18000.0,2435.299785,10500,27900.0,1535.299785,44590.71074,4254.40442,0,17000,1998,6,3
513449,5,19500.0,0.0,18000.0,2435.299785,10500,27900.0,1535.299785,44590.71074,4254.40442,0,17000,2004,0,3
610024,1,17000.0,2800.0,0.0,2871.395573,0,18600.0,4071.395573,143000.0,1600.0,86000,13500,1962,42,1
610024,1,17000.0,2800.0,0.0,2871.395573,0,18600.0,4071.395573,143000.0,1600.0,86000,13500,1971,33,3
610024,1,17000.0,2800.0,0.0,2871.395573,0,18600.0,4071.395573,143000.0,1600.0,86000,13500,1993,11,3
610024,1,17000.0,2800.0,0.0,2871.395573,0,18600.0,4071.395573,143000.0,1600.0,86000,13500,1996,8,3
610138,1,24000.0,0.0,1500.0,6005.433974,0,14400.0,17105.43397,151000.0,654.9140196,0,18000,1964,40,1
610138,1,24000.0,0.0,1500.0,6005.433974,0,14400.0,17105.43397,151000.0,654.9140196,0,18000,1964,40,2
610206,1,6000.0,11310.0,13000.0,4693.204182,280,26400.0,8323.204182,163500.0,11752.48594,30500,29000,1950,54,2
610206,1,6000.0,11310.0,13000.0,4693.204182,280,26400.0,8323.204182,163500.0,11752.48594,30500,29000,1946,58,3
610206,1,6000.0,11310.0,13000.0,4693.204182,280,26400.0,8323.204182,163500.0,11752.48594,30500,29000,1978,26,1
610371,1,57000.0,15600.0,0.0,9418.080631,0,33360.0,48658.08063,152000.0,7000.0,0,20000,1948,56,1
610371,1,57000.0,15600.0,0.0,9418.080631,0,33360.0,48658.08063,152000.0,7000.0,0,20000,1948,56,3
610371,1,57000.0,15600.0,0.0,9418.080631,0,33360.0,48658.08063,152000.0,7000.0,0,20000,1974,30,1
610371,1,57000.0,15600.0,0.0,9418.080631,0,33360.0,48658.08063,152000.0,7000.0,0,20000,1977,27,1
610371,1,57000.0,15600.0,0.0,9418.080631,0,33360.0,48658.08063,152000.0,7000.0,0,20000,1988,16,3
610375,1,0.0,15418.0,0.0,1002.904032,0,15040.0,1380.904032,16000.0,350.0,0,10000,1937,67,3
610375,1,0.0,15418.0,0.0,1002.904032,0,15040.0,1380.904032,16000.0,350.0,0,10000,1936,68,3
610377,1,12000.0,14560.0,9000.0,8970.526481,300,32900.0,11330.52648,354000.0,12000.0,19800,28000,1950,54,3
610377,1,12000.0,14560.0,9000.0,8970.526481,300,32900.0,11330.52648,354000.0,12000.0,19800,28000,1945,59,3
610377,1,12000.0,14560.0,9000.0,8970.526481,300,32900.0,11330.52648,354000.0,12000.0,19800,28000,1970,34,1
610377,1,12000.0,14560.0,9000.0,8970.526481,300,32900.0,11330.52648,354000.0,12000.0,19800,28000,1977,27,2
610398,1,0.0,15600.0,0.0,13861.10617,0,20400.0,9061.106165,265000.0,25000.0,0,3000,1941,63,3
610434,1,0.0,12064.0,0.0,4841.486165,0,16200.0,705.486165,68000.0,5000.0,0,6500,1941,63,3
610658,1,15000.0,20800.0,0.0,11537.33755,6000,33100.0,8237.337549,400000.0,4500.0,0,22500,1944,60,3
610658,1,15000.0,20800.0,0.0,11537.33755,6000,33100.0,8237.337549,400000.0,4500.0,0,22500,1948,56,1
610666,1,54000.0,0.0,0.0,17293.70689,11300,67700.0,-7706.293109,278000.0,353229.1091,0,58000,1956,48,1
610666,1,54000.0,0.0,0.0,17293.70689,11300,67700.0,-7706.293109,278000.0,353229.1091,0,58000,1957,47,1
610666,1,54000.0,0.0,0.0,17293.70689,11300,67700.0,-7706.293109,278000.0,353229.1091,0,58000,1981,23,3
610666,1,54000.0,0.0,0.0,17293.70689,11300,67700.0,-7706.293109,278000.0,353229.1091,0,58000,1987,17,3
610677,1,40000.0,0.0,0.0,58.080631,2000,34800.0,3258.080631,5000.0,7000.0,1500,11000,1950,54,1
610677,1,40000.0,0.0,0.0,58.080631,2000,34800.0,3258.080631,5000.0,7000.0,1500,11000,1950,54,1
610725,1,0.0,17368.0,0.0,57.09143294,0,14796.0,2629.091433,2000.0,6880.779766,0,6000,1935,69,3
610725,1,0.0,17368.0,0.0,57.09143294,0,14796.0,2629.091433,2000.0,6880.779766,0,6000,1939,65,3
610802,4,19000.0,0.0,0.0,3058.080631,600,21000.0,458.080631,75900.0,7000.0,0,15500,1951,53,1
610802,4,19000.0,0.0,0.0,3058.080631,600,21000.0,458.080631,75900.0,7000.0,0,15500,1957,47,3
610802,4,19000.0,0.0,0.0,3058.080631,600,21000.0,458.080631,75900.0,7000.0,0,15500,1978,26,3
610802,4,19000.0,0.0,0.0,3058.080631,600,21000.0,458.080631,75900.0,7000.0,0,15500,1984,20,3
610802,4,19000.0,0.0,0.0,3058.080631,600,21000.0,458.080631,75900.0,7000.0,0,15500,1992,12,3
610806,4,0.0,7150.0,0.0,7.4675097,0,10440.0,-3282.53249,0.0,900.0,0,7000,1942,62,3
610806,4,0.0,7150.0,0.0,7.4675097,0,10440.0,-3282.53249,0.0,900.0,0,7000,1969,35,3
610806,4,0.0,7150.0,0.0,7.4675097,0,10440.0,-3282.53249,0.0,900.0,0,7000,1948,56,3
610914,1,0.0,7800.0,0.0,9848.91699,0,14400.0,3248.91699,380000.0,30000.0,0,2000,1911,93,3
610980,1,0.0,28600.0,0.0,6649.37118,0,20900.0,14349.37118,290000.0,5700.0,0,13000,1929,75,3
610980,1,0.0,28600.0,0.0,6649.37118,0,20900.0,14349.37118,290000.0,5700.0,0,13000,1935,69,3
611110,1,0.0,31200.0,0.0,6093.38062,0,18000.0,19293.38062,450000.0,11254.42899,0,30000,1932,72,3
611110,1,0.0,31200.0,0.0,6093.38062,0,18000.0,19293.38062,450000.0,11254.42899,0,30000,1936,68,3
611113,1,0.0,500.0,0.0,7200.0,0,13200.0,-5500.0,200000.0,0.0,0,13000,1943,61,3
611167,1,14000.0,0.0,0.0,6016.594466,0,13200.0,6816.594466,200000.0,2000.0,0,10000,1964,40,1
611167,1,14000.0,0.0,0.0,6016.594466,0,13200.0,6816.594466,200000.0,2000.0,0,10000,1969,35,3
611194,1,25000.0,0.0,12000.0,164.8689809,35000,27600.0,-25435.13102,40000.0,12552.85841,0,35000,1966,38,1
611194,1,25000.0,0.0,12000.0,164.8689809,35000,27600.0,-25435.13102,40000.0,12552.85841,0,35000,1968,36,2
611194,1,25000.0,0.0,12000.0,164.8689809,35000,27600.0,-25435.13102,40000.0,12552.85841,0,35000,1999,5,3
611194,1,25000.0,0.0,12000.0,164.8689809,35000,27600.0,-25435.13102,40000.0,12552.85841,0,35000,2003,1,3
611194,1,25000.0,0.0,12000.0,164.8689809,35000,27600.0,-25435.13102,40000.0,12552.85841,0,35000,2004,0,3
611197,1,0.0,11300.0,0.0,338.8503155,0,10560.0,1078.850316,0.0,13500.0,0,8000,1941,63,3
611412,1,69000.0,0.0,0.0,11348.18359,4000,39600.0,36748.18359,8000.0,74000.0,0,60000,1959,45,1
611412,1,69000.0,0.0,0.0,11348.18359,4000,39600.0,36748.18359,8000.0,74000.0,0,60000,1959,45,1
611412,1,69000.0,0.0,0.0,11348.18359,4000,39600.0,36748.18359,8000.0,74000.0,0,60000,1994,10,3
611412,1,69000.0,0.0,0.0,11348.18359,4000,39600.0,36748.18359,8000.0,74000.0,0,60000,1997,7,3
611441,1,29000.0,0.0,0.0,12482.97233,0,42400.0,-917.02767,170500.0,10000.0,14000,16000,1957,47,1
611441,1,29000.0,0.0,0.0,12482.97233,0,42400.0,-917.02767,170500.0,10000.0,14000,16000,1960,44,1
611441,1,29000.0,0.0,0.0,12482.97233,0,42400.0,-917.02767,170500.0,10000.0,14000,16000,1986,18,3
611453,1,0.0,30940.0,0.0,24634.61466,0,46300.0,9274.61466,381500.0,90000.0,0,30000,1939,65,3
611491,3,0.0,10400.0,0.0,4855.050168,0,14400.0,855.050168,250500.0,6170.0,0,9000,1934,70,3
611502,3,264.0,0.0,0.0,0.0,0,5712.0,-5448.0,0.0,0.0,0,2000,1941,63,1
611502,3,264.0,0.0,0.0,0.0,0,5712.0,-5448.0,0.0,0.0,0,2000,1940,64,3
611502,3,264.0,0.0,0.0,0.0,0,5712.0,-5448.0,0.0,0.0,0,2000,1969,35,3
611512,3,0.0,14540.0,0.0,7415.94466,0,19250.0,2705.94466,133000.0,20000.0,0,7000,1936,68,3
611512,3,0.0,14540.0,0.0,7415.94466,0,19250.0,2705.94466,133000.0,20000.0,0,7000,1936,68,3
611532,3,10000.0,0.0,22000.0,13856.82699,10200,32400.0,3256.82699,620000.0,140000.0,0,50000,1951,53,2
611532,3,10000.0,0.0,22000.0,13856.82699,10200,32400.0,3256.82699,620000.0,140000.0,0,50000,1959,45,3
611532,3,10000.0,0.0,22000.0,13856.82699,10200,32400.0,3256.82699,620000.0,140000.0,0,50000,1981,23,1
611532,3,10000.0,0.0,22000.0,13856.82699,10200,32400.0,3256.82699,620000.0,140000.0,0,50000,1985,19,3
611570,3,0.0,15600.0,0.0,5624.981699,0,20400.0,824.981699,105000.0,3000.0,7000,16000,1924,80,3
611614,3,24310.0,0.0,0.0,6098.886165,0,26400.0,4008.886165,88000.0,5000.0,24000,23000,1967,37,1
611614,3,24310.0,0.0,0.0,6098.886165,0,26400.0,4008.886165,88000.0,5000.0,24000,23000,1968,36,1
611614,3,24310.0,0.0,0.0,6098.886165,0,26400.0,4008.886165,88000.0,5000.0,24000,23000,1992,12,3
611614,3,24310.0,0.0,0.0,6098.886165,0,26400.0,4008.886165,88000.0,5000.0,24000,23000,1994,10,3
611655,3,0.0,15600.0,0.0,8054.39533,0,15000.0,8654.39533,301500.0,93000.0,0,9000,1935,69,3
611655,3,0.0,15600.0,0.0,8054.39533,0,15000.0,8654.39533,301500.0,93000.0,0,9000,1936,68,3
611677,2,0.0,0.0,35000.0,9058.080631,1000,69000.0,-25941.91937,270000.0,7000.0,0,30000,1946,58,2
611677,2,0.0,0.0,35000.0,9058.080631,1000,69000.0,-25941.91937,270000.0,7000.0,0,30000,1950,54,2
611677,2,0.0,0.0,35000.0,9058.080631,1000,69000.0,-25941.91937,270000.0,7000.0,0,30000,1975,29,3
611677,2,0.0,0.0,35000.0,9058.080631,1000,69000.0,-25941.91937,270000.0,7000.0,0,30000,1983,21,3
611699,2,11400.0,0.0,0.0,4212.44585,300,15000.0,312.4458495,96500.0,1500.0,300,6000,1957,47,1
611736,3,0.0,21450.0,0.0,4200.0,0,13800.0,11850.0,120500.0,0.0,0,4500,1921,83,3
611736,3,0.0,21450.0,0.0,4200.0,0,13800.0,11850.0,120500.0,0.0,0,4500,1926,78,3
611747,3,0.0,13000.0,0.0,8694.145,0,12600.0,9094.145,352000.0,45000.0,0,2700,1926,78,3
611747,3,0.0,13000.0,0.0,8694.145,0,12600.0,9094.145,352000.0,45000.0,0,2700,1931,73,3
611756,3,0.0,31200.0,0.0,7931.814793,0,22800.0,16331.81479,205000.0,107677.8895,0,19000,1937,67,3
611756,3,0.0,31200.0,0.0,7931.814793,0,22800.0,16331.81479,205000.0,107677.8895,0,19000,1938,66,3
611762,3,0.0,24700.0,0.0,995.807864,0,24720.0,975.807864,500.0,38000.0,0,8000,1928,76,3
611762,3,0.0,24700.0,0.0,995.807864,0,24720.0,975.807864,500.0,38000.0,0,8000,1965,39,3
611774,3,19500.0,0.0,0.0,15412.40233,0,26400.0,8512.40233,450000.0,40000.0,0,13000,1950,54,1
611774,3,19500.0,0.0,0.0,15412.40233,0,26400.0,8512.40233,450000.0,40000.0,0,13000,1980,24,3
611776,3,0.0,15600.0,0.0,15860.4464,0,19200.0,12260.4464,655000.0,129000.0,0,7500,1927,77,3
611780,3,37000.0,0.0,0.0,132.755728,0,24600.0,12532.75573,1000.0,16000.0,0,6000,1953,51,1
611780,3,37000.0,0.0,0.0,132.755728,0,24600.0,12532.75573,1000.0,16000.0,0,6000,1956,48,1
611780,3,37000.0,0.0,0.0,132.755728,0,24600.0,12532.75573,1000.0,16000.0,0,6000,1983,21,1
611780,3,37000.0,0.0,0.0,132.755728,0,24600.0,12532.75573,1000.0,16000.0,0,6000,1987,17,3
611786,3,0.0,7800.0,0.0,2524.458495,0,7200.0,3124.458495,130500.0,15000.0,0,3500,1931,73,3
611786,3,0.0,7800.0,0.0,2524.458495,0,7200.0,3124.458495,130500.0,15000.0,0,3500,1931,73,3
611909,4,0.0,9100.0,5000.0,0.0,0,13800.0,300.0,43698.50874,2.0,0,500,1956,48,3
611909,4,0.0,9100.0,5000.0,0.0,0,13800.0,300.0,43698.50874,2.0,0,500,1973,31,3
611909,4,0.0,9100.0,5000.0,0.0,0,13800.0,300.0,43698.50874,2.0,0,500,1975,29,2
