NQUEST,AREA5,YL,YT,YM,YC,CD,CN,S,AR,AF,PF,BD,ANASC,ETA,Q
682918,3,0.0,0.0,30000.0,8131.88932,2000,26400.0,9731.88932,100300.0,40000.0,0,45000,1987,17,3
682918,3,0.0,0.0,30000.0,8131.88932,2000,26400.0,9731.88932,100300.0,40000.0,0,45000,1992,12,3
682920,4,0.0,14300.0,0.0,1600.0,0,8800.0,7100.0,55300.0,0.0,0,1650,1933,71,3
682920,4,0.0,14300.0,0.0,1600.0,0,8800.0,7100.0,55300.0,0.0,0,1650,1938,66,3
682921,4,0.0,8450.0,0.0,619.0836359,0,6600.0,2469.083636,106450.0,2300.0,0,8000,1946,58,3
682921,4,0.0,8450.0,0.0,619.0836359,0,6600.0,2469.083636,106450.0,2300.0,0,8000,1950,54,3
682922,4,18800.0,2300.0,0.0,1122.737233,600,13800.0,7822.737233,1500.0,1000.0,12600,24000,1969,35,1
682922,4,18800.0,2300.0,0.0,1122.737233,600,13800.0,7822.737233,1500.0,1000.0,12600,24000,1968,36,1
682922,4,18800.0,2300.0,0.0,1122.737233,600,13800.0,7822.737233,1500.0,1000.0,12600,24000,1997,7,3
682922,4,18800.0,2300.0,0.0,1122.737233,600,13800.0,7822.737233,1500.0,1000.0,12600,24000,2003,1,3
682923,4,21300.0,3700.0,0.0,12331.52949,1000,27900.0,8431.529485,258000.0,3800.0,1000,33000,1955,49,1
682923,4,21300.0,3700.0,0.0,12331.52949,1000,27900.0,8431.529485,258000.0,3800.0,1000,33000,1962,42,1
682923,4,21300.0,3700.0,0.0,12331.52949,1000,27900.0,8431.529485,258000.0,3800.0,1000,33000,1983,21,3
682923,4,21300.0,3700.0,0.0,12331.52949,1000,27900.0,8431.529485,258000.0,3800.0,1000,33000,1988,16,3
682924,5,14000.0,0.0,0.0,1816.594466,500,13800.0,1516.594466,26000.0,2000.0,350,3000,1952,52,3
682924,5,14000.0,0.0,0.0,1816.594466,500,13800.0,1516.594466,26000.0,2000.0,350,3000,1948,56,1
682924,5,14000.0,0.0,0.0,1816.594466,500,13800.0,1516.594466,26000.0,2000.0,350,3000,1981,23,1
682925,5,5000.0,5000.0,0.0,1832.848617,0,16800.0,-4967.151384,500.0,500.0,11500,2500,1959,45,3
682925,5,5000.0,5000.0,0.0,1832.848617,0,16800.0,-4967.151384,500.0,500.0,11500,2500,1967,37,1
682925,5,5000.0,5000.0,0.0,1832.848617,0,16800.0,-4967.151384,500.0,500.0,11500,2500,1987,17,3
682925,5,5000.0,5000.0,0.0,1832.848617,0,16800.0,-4967.151384,500.0,500.0,11500,2500,1990,14,3
682926,5,0.0,15600.0,0.0,3012.44585,0,18000.0,612.4458495,60150.0,1500.0,0,4500,1935,69,3
682926,5,0.0,15600.0,0.0,3012.44585,0,18000.0,612.4458495,60150.0,1500.0,0,4500,1943,61,3
682927,5,6500.0,4000.0,0.0,16.594466,1500,13800.0,-4783.405534,1000.0,2000.0,0,6500,1972,32,3
682927,5,6500.0,4000.0,0.0,16.594466,1500,13800.0,-4783.405534,1000.0,2000.0,0,6500,1966,38,1
682927,5,6500.0,4000.0,0.0,16.594466,1500,13800.0,-4783.405534,1000.0,2000.0,0,6500,2002,2,3
682927,5,6500.0,4000.0,0.0,16.594466,1500,13800.0,-4783.405534,1000.0,2000.0,0,6500,2000,4,3
682928,5,0.0,9100.0,0.0,2424.891699,0,10800.0,724.891699,35000.0,3000.0,0,2000,1933,71,3
682930,5,16000.0,0.0,0.0,3024.891699,450,19200.0,-625.108301,500.0,3000.0,4300,3500,1954,50,1
682930,5,16000.0,0.0,0.0,3024.891699,450,19200.0,-625.108301,500.0,3000.0,4300,3500,1955,49,3
682931,5,0.0,10140.0,0.0,2400.0,0,14400.0,-1860.0,50200.0,0.0,0,10000,1932,72,3
682931,5,0.0,10140.0,0.0,2400.0,0,14400.0,-1860.0,50200.0,0.0,0,10000,1939,65,3
682932,5,23000.0,3000.0,0.0,2458.080631,0,20400.0,8058.080631,2000.0,7000.0,8000,27000,1960,44,3
682932,5,23000.0,3000.0,0.0,2458.080631,0,20400.0,8058.080631,2000.0,7000.0,8000,27000,1958,46,1
682932,5,23000.0,3000.0,0.0,2458.080631,0,20400.0,8058.080631,2000.0,7000.0,8000,27000,1983,21,1
682932,5,23000.0,3000.0,0.0,2458.080631,0,20400.0,8058.080631,2000.0,7000.0,8000,27000,1986,18,3
682932,5,23000.0,3000.0,0.0,2458.080631,0,20400.0,8058.080631,2000.0,7000.0,8000,27000,1994,10,3
682933,5,13000.0,0.0,0.0,3624.891699,0,16800.0,-175.108301,70500.0,3000.0,4000,15000,1946,58,3
682933,5,13000.0,0.0,0.0,3624.891699,0,16800.0,-175.108301,70500.0,3000.0,4000,15000,1947,57,1
682934,5,16000.0,5850.0,0.0,4266.377864,600,22200.0,3316.377864,105000.0,8000.0,450,28000,1959,45,3
682934,5,16000.0,5850.0,0.0,4266.377864,600,22200.0,3316.377864,105000.0,8000.0,450,28000,1936,68,3
682934,5,16000.0,5850.0,0.0,4266.377864,600,22200.0,3316.377864,105000.0,8000.0,450,28000,1970,34,1
682934,5,16000.0,5850.0,0.0,4266.377864,600,22200.0,3316.377864,105000.0,8000.0,450,28000,1957,47,1
682935,5,0.0,9230.0,0.0,1806.637786,0,10200.0,836.6377864,35500.0,800.0,0,3500,1958,46,3
682935,5,0.0,9230.0,0.0,1806.637786,0,10200.0,836.6377864,35500.0,800.0,0,3500,1934,70,3
682935,5,0.0,9230.0,0.0,1806.637786,0,10200.0,836.6377864,35500.0,800.0,0,3500,1931,73,3
682935,5,0.0,9230.0,0.0,1806.637786,0,10200.0,836.6377864,35500.0,800.0,0,3500,1973,31,3
682938,5,0.0,17550.0,0.0,4708.297233,0,19100.0,3158.297233,115000.0,1000.0,0,7500,1936,68,3
682938,5,0.0,17550.0,0.0,4708.297233,0,19100.0,3158.297233,115000.0,1000.0,0,7500,1928,76,3
682940,5,0.0,4200.0,0.0,5049.783398,0,13400.0,-4150.216602,127000.0,6000.0,0,31000,1952,52,3
682940,5,0.0,4200.0,0.0,5049.783398,0,13400.0,-4150.216602,127000.0,6000.0,0,31000,1944,60,3
682940,5,0.0,4200.0,0.0,5049.783398,0,13400.0,-4150.216602,127000.0,6000.0,0,31000,1984,20,3
682941,5,20000.0,0.0,10000.0,4665.94466,700,22500.0,11465.94466,145000.0,20000.0,7500,60000,1948,56,1
682941,5,20000.0,0.0,10000.0,4665.94466,700,22500.0,11465.94466,145000.0,20000.0,7500,60000,1953,51,2
682941,5,20000.0,0.0,10000.0,4665.94466,700,22500.0,11465.94466,145000.0,20000.0,7500,60000,1975,29,1
682941,5,20000.0,0.0,10000.0,4665.94466,700,22500.0,11465.94466,145000.0,20000.0,7500,60000,1977,27,3
682942,5,10000.0,4500.0,0.0,2400.0,0,16800.0,100.0,1500.0,0.0,0,30000,1969,35,1
682942,5,10000.0,4500.0,0.0,2400.0,0,16800.0,100.0,1500.0,0.0,0,30000,1966,38,1
682942,5,10000.0,4500.0,0.0,2400.0,0,16800.0,100.0,1500.0,0.0,0,30000,1990,14,3
682942,5,10000.0,4500.0,0.0,2400.0,0,16800.0,100.0,1500.0,0.0,0,30000,1992,12,3
682942,5,10000.0,4500.0,0.0,2400.0,0,16800.0,100.0,1500.0,0.0,0,30000,1996,8,3
682943,5,12000.0,3250.0,0.0,3008.297233,800,17400.0,58.297233,104000.0,1000.0,0,21000,1983,21,3
682943,5,12000.0,3250.0,0.0,3008.297233,800,17400.0,58.297233,104000.0,1000.0,0,21000,1964,40,3
682943,5,12000.0,3250.0,0.0,3008.297233,800,17400.0,58.297233,104000.0,1000.0,0,21000,1987,17,3
682943,5,12000.0,3250.0,0.0,3008.297233,800,17400.0,58.297233,104000.0,1000.0,0,21000,1987,17,3
682943,5,12000.0,3250.0,0.0,3008.297233,800,17400.0,58.297233,104000.0,1000.0,0,21000,1978,26,1
682944,5,0.0,12350.0,0.0,6129.040316,150,17500.0,829.0403155,178000.0,3500.0,0,22000,1929,75,3
682944,5,0.0,12350.0,0.0,6129.040316,150,17500.0,829.0403155,178000.0,3500.0,0,22000,1924,80,3
682945,5,0.0,5850.0,0.0,1804.148617,0,7200.0,454.1486165,50400.0,500.0,0,6000,1945,59,3
682945,5,0.0,5850.0,0.0,1804.148617,0,7200.0,454.1486165,50400.0,500.0,0,6000,1982,22,3
682945,5,0.0,5850.0,0.0,1804.148617,0,7200.0,454.1486165,50400.0,500.0,0,6000,1922,82,3
682948,4,0.0,11000.0,0.0,0.0,0,6600.0,4400.0,0.0,0.0,1000,500,1934,70,3
682952,4,18300.0,0.0,0.0,57.6563745,0,12000.0,6357.656375,1000.0,6948.867713,0,500,1948,56,1
682953,4,7200.0,6000.0,0.0,0.0,0,15600.0,-2400.0,0.0,0.0,0,2000,1950,54,3
682953,4,7200.0,6000.0,0.0,0.0,0,15600.0,-2400.0,0.0,0.0,0,2000,1954,50,3
682953,4,7200.0,6000.0,0.0,0.0,0,15600.0,-2400.0,0.0,0.0,0,2000,1977,27,3
682953,4,7200.0,6000.0,0.0,0.0,0,15600.0,-2400.0,0.0,0.0,0,2000,1982,22,1
682954,4,0.0,29600.0,0.0,6027.061799,0,18000.0,17627.0618,205000.0,3261.545036,0,15000,1941,63,3
682954,4,0.0,29600.0,0.0,6027.061799,0,18000.0,17627.0618,205000.0,3261.545036,0,15000,1944,60,3
682954,4,0.0,29600.0,0.0,6027.061799,0,18000.0,17627.0618,205000.0,3261.545036,0,15000,1977,27,3
682954,4,0.0,29600.0,0.0,6027.061799,0,18000.0,17627.0618,205000.0,3261.545036,0,15000,1978,26,3
682955,4,22700.0,0.0,0.0,0.0,0,10800.0,11900.0,0.0,0.0,0,6000,1954,50,3
682955,4,22700.0,0.0,0.0,0.0,0,10800.0,11900.0,0.0,0.0,0,6000,1957,47,1
682955,4,22700.0,0.0,0.0,0.0,0,10800.0,11900.0,0.0,0.0,0,6000,1985,19,3
682955,4,22700.0,0.0,0.0,0.0,0,10800.0,11900.0,0.0,0.0,0,6000,1987,17,1
682955,4,22700.0,0.0,0.0,0.0,0,10800.0,11900.0,0.0,0.0,0,6000,1988,16,1
682956,4,0.0,10400.0,0.0,2400.0,0,9600.0,3200.0,100000.0,0.0,0,1000,1944,60,3
682969,4,14500.0,0.0,18000.0,2565.94466,13700,20400.0,965.94466,20000.0,22002.0,10000,32000,1951,53,1
682969,4,14500.0,0.0,18000.0,2565.94466,13700,20400.0,965.94466,20000.0,22002.0,10000,32000,1972,32,2
682970,4,12000.0,0.0,0.0,4200.0,700,15000.0,500.0,5000.0,0.0,10000,20000,1975,29,1
682970,4,12000.0,0.0,0.0,4200.0,700,15000.0,500.0,5000.0,0.0,10000,20000,1978,26,3
682970,4,12000.0,0.0,0.0,4200.0,700,15000.0,500.0,5000.0,0.0,10000,20000,1998,6,3
682970,4,12000.0,0.0,0.0,4200.0,700,15000.0,500.0,5000.0,0.0,10000,20000,2000,4,3
682971,4,9600.0,53640.0,0.0,1842.784233,20000,26400.0,18682.78423,515000.0,70551.74096,20000,55000,1942,62,3
682971,4,9600.0,53640.0,0.0,1842.784233,20000,26400.0,18682.78423,515000.0,70551.74096,20000,55000,1946,58,3
682971,4,9600.0,53640.0,0.0,1842.784233,20000,26400.0,18682.78423,515000.0,70551.74096,20000,55000,1972,32,1
682971,4,9600.0,53640.0,0.0,1842.784233,20000,26400.0,18682.78423,515000.0,70551.74096,20000,55000,1986,18,3
682972,4,12000.0,0.0,7000.0,4458.080631,1000,18800.0,3658.080631,91685.80354,7000.0,0,20000,1969,35,1
682972,4,12000.0,0.0,7000.0,4458.080631,1000,18800.0,3658.080631,91685.80354,7000.0,0,20000,1967,37,2
682972,4,12000.0,0.0,7000.0,4458.080631,1000,18800.0,3658.080631,91685.80354,7000.0,0,20000,1993,11,3
682972,4,12000.0,0.0,7000.0,4458.080631,1000,18800.0,3658.080631,91685.80354,7000.0,0,20000,1996,8,3
682972,4,12000.0,0.0,7000.0,4458.080631,1000,18800.0,3658.080631,91685.80354,7000.0,0,20000,2001,3,3
682975,4,12500.0,6110.0,0.0,12022.55326,0,28800.0,1832.553255,155000.0,2718.165802,0,27000,1958,46,1
682975,4,12500.0,6110.0,0.0,12022.55326,0,28800.0,1832.553255,155000.0,2718.165802,0,27000,1961,43,3
682975,4,12500.0,6110.0,0.0,12022.55326,0,28800.0,1832.553255,155000.0,2718.165802,0,27000,1990,14,3
682975,4,12500.0,6110.0,0.0,12022.55326,0,28800.0,1832.553255,155000.0,2718.165802,0,27000,1992,12,3
682975,4,12500.0,6110.0,0.0,12022.55326,0,28800.0,1832.553255,155000.0,2718.165802,0,27000,1925,79,3
682982,4,0.0,0.0,26000.0,87.07613478,0,18000.0,8087.076135,55000.0,10494.5992,0,25000,1967,37,2
682982,4,0.0,0.0,26000.0,87.07613478,0,18000.0,8087.076135,55000.0,10494.5992,0,25000,1968,36,2
682982,4,0.0,0.0,26000.0,87.07613478,0,18000.0,8087.076135,55000.0,10494.5992,0,25000,2000,4,3
682982,4,0.0,0.0,26000.0,87.07613478,0,18000.0,8087.076135,55000.0,10494.5992,0,25000,2003,1,3
682984,4,24050.0,0.0,0.0,5061.689209,20000,18000.0,-8888.310791,285000.0,3900.0,61700,30000,1975,29,1
682984,4,24050.0,0.0,0.0,5061.689209,20000,18000.0,-8888.310791,285000.0,3900.0,61700,30000,1971,33,1
682985,4,13000.0,33800.0,0.0,14225.00073,0,27600.0,33425.00073,131500.0,161000.0,0,12000,1930,74,3
682985,4,13000.0,33800.0,0.0,14225.00073,0,27600.0,33425.00073,131500.0,161000.0,0,12000,1936,68,3
682985,4,13000.0,33800.0,0.0,14225.00073,0,27600.0,33425.00073,131500.0,161000.0,0,12000,1966,38,1
682988,4,0.0,0.0,0.0,7200.0,0,12000.0,-4800.0,250000.0,0.0,0,150,1948,56,3
682993,5,0.0,30800.0,0.0,8334.018438,300,22200.0,16634.01844,205000.0,64361.0271,0,23000,1924,80,3
682993,5,0.0,30800.0,0.0,8334.018438,300,22200.0,16634.01844,205000.0,64361.0271,0,23000,1931,73,3
682993,5,0.0,30800.0,0.0,8334.018438,300,22200.0,16634.01844,205000.0,64361.0271,0,23000,1954,50,3
682994,5,0.0,7860.0,0.0,7200.0,0,15600.0,-540.0,194031.0,0.0,0,8000,1919,85,3
682995,5,0.0,0.0,24000.0,9214.812473,700,31800.0,714.8124733,270000.0,25889.6518,20600,37000,1946,58,2
682995,5,0.0,0.0,24000.0,9214.812473,700,31800.0,714.8124733,270000.0,25889.6518,20600,37000,1938,66,3
682999,5,0.0,16055.0,0.0,4200.0,0,10200.0,10055.0,120500.0,0.0,0,10000,1922,82,3
682999,5,0.0,16055.0,0.0,4200.0,0,10200.0,10055.0,120500.0,0.0,0,10000,1956,48,3
683008,4,16900.0,5200.0,0.0,29889.54165,0,34000.0,17989.54165,1670000.0,330000.0,0,17000,1979,25,3
683008,4,16900.0,5200.0,0.0,29889.54165,0,34000.0,17989.54165,1670000.0,330000.0,0,17000,1946,58,3
683008,4,16900.0,5200.0,0.0,29889.54165,0,34000.0,17989.54165,1670000.0,330000.0,0,17000,1951,53,1
683008,4,16900.0,5200.0,0.0,29889.54165,0,34000.0,17989.54165,1670000.0,330000.0,0,17000,1980,24,3
683010,4,0.0,11050.0,9500.0,9682.97233,11000,18000.0,1232.97233,315500.0,10000.0,0,18800,1974,30,2
683010,4,0.0,11050.0,9500.0,9682.97233,11000,18000.0,1232.97233,315500.0,10000.0,0,18800,1932,72,3
683010,4,0.0,11050.0,9500.0,9682.97233,11000,18000.0,1232.97233,315500.0,10000.0,0,18800,1946,58,3
683011,4,0.0,11700.0,0.0,8400.0,0,16800.0,3300.0,200.0,0.0,0,600,1933,71,3
683011,4,0.0,11700.0,0.0,8400.0,0,16800.0,3300.0,200.0,0.0,0,600,1935,69,3
683012,4,0.0,10790.0,0.0,8412.44585,0,15600.0,3602.44585,180500.0,1500.0,0,5800,1934,70,3
683012,4,0.0,10790.0,0.0,8412.44585,0,15600.0,3602.44585,180500.0,1500.0,0,5800,1940,64,3
683013,4,29600.0,0.0,0.0,9691.765825,0,28800.0,10491.76583,151000.0,60000.0,0,15800,1957,47,1
683013,4,29600.0,0.0,0.0,9691.765825,0,28800.0,10491.76583,151000.0,60000.0,0,15800,1955,49,1
683013,4,29600.0,0.0,0.0,9691.765825,0,28800.0,10491.76583,151000.0,60000.0,0,15800,1983,21,3
683013,4,29600.0,0.0,0.0,9691.765825,0,28800.0,10491.76583,151000.0,60000.0,0,15800,1989,15,3
683013,4,29600.0,0.0,0.0,9691.765825,0,28800.0,10491.76583,151000.0,60000.0,0,15800,1993,11,3
683014,4,27000.0,0.0,0.0,396.663699,0,14400.0,12996.6637,600.0,15000.0,4500,6800,1963,41,1
683014,4,27000.0,0.0,0.0,396.663699,0,14400.0,12996.6637,600.0,15000.0,4500,6800,1965,39,1
683016,4,11700.0,19500.0,0.0,8424.891699,0,22800.0,16824.8917,121500.0,3000.0,5000,13100,1941,63,3
683016,4,11700.0,19500.0,0.0,8424.891699,0,22800.0,16824.8917,121500.0,3000.0,5000,13100,1944,60,3
683016,4,11700.0,19500.0,0.0,8424.891699,0,22800.0,16824.8917,121500.0,3000.0,5000,13100,1977,27,1
683017,4,0.0,6500.0,0.0,7200.0,0,12000.0,1700.0,120500.0,0.0,0,400,1930,74,3
683018,4,13000.0,0.0,0.0,7224.891699,7000,18000.0,-4775.108301,151000.0,3000.0,0,11500,1961,43,3
683018,4,13000.0,0.0,0.0,7224.891699,7000,18000.0,-4775.108301,151000.0,3000.0,0,11500,1956,48,1
683018,4,13000.0,0.0,0.0,7224.891699,7000,18000.0,-4775.108301,151000.0,3000.0,0,11500,1990,14,3
683018,4,13000.0,0.0,0.0,7224.891699,7000,18000.0,-4775.108301,151000.0,3000.0,0,11500,1986,18,3
683020,4,0.0,0.0,10000.0,9680.726165,6000,19200.0,-5519.273835,31500.0,45000.0,7200,14000,1969,35,2
683020,4,0.0,0.0,10000.0,9680.726165,6000,19200.0,-5519.273835,31500.0,45000.0,7200,14000,1968,36,3
683020,4,0.0,0.0,10000.0,9680.726165,6000,19200.0,-5519.273835,31500.0,45000.0,7200,14000,1999,5,3
683020,4,0.0,0.0,10000.0,9680.726165,6000,19200.0,-5519.273835,31500.0,45000.0,7200,14000,2003,1,3
683025,1,15000.0,1000.0,0.0,4205.469474,550,16200.0,3455.469474,145000.0,659.1924658,0,25000,1950,54,3
683025,1,15000.0,1000.0,0.0,4205.469474,550,16200.0,3455.469474,145000.0,659.1924658,0,25000,1957,47,3
683025,1,15000.0,1000.0,0.0,4205.469474,550,16200.0,3455.469474,145000.0,659.1924658,0,25000,1980,24,1
683026,1,18000.0,0.0,0.0,7936.666877,0,23400.0,2536.666877,250500.0,57879.56738,50000,35000,1963,41,1
683027,1,0.0,-2000.0,10000.0,6.6377864,250,10320.0,-2563.362214,5000.0,800.0,8900,4000,1955,49,2
683028,2,18000.0,0.0,22000.0,5934.62032,0,21400.0,24534.62032,461000.0,41000.0,29000,28000,1968,36,1
683028,2,18000.0,0.0,22000.0,5934.62032,0,21400.0,24534.62032,461000.0,41000.0,29000,28000,1965,39,2
683029,2,0.0,0.0,43500.0,18289.33417,0,32400.0,29389.33417,695000.0,13000.0,0,28000,1967,37,2
683029,2,0.0,0.0,43500.0,18289.33417,0,32400.0,29389.33417,695000.0,13000.0,0,28000,1965,39,2
683029,2,0.0,0.0,43500.0,18289.33417,0,32400.0,29389.33417,695000.0,13000.0,0,28000,1993,11,3
683029,2,0.0,0.0,43500.0,18289.33417,0,32400.0,29389.33417,695000.0,13000.0,0,28000,1998,6,3
683030,2,16000.0,0.0,16001.17674,-223.1289078,1000,16800.0,13978.04784,309295.4062,454.4999761,133000,10000,1977,27,1
683030,2,16000.0,0.0,16001.17674,-223.1289078,1000,16800.0,13978.04784,309295.4062,454.4999761,133000,10000,1976,28,2
683031,2,0.0,24182.56155,5000.0,6534.258569,700,19200.0,15816.82012,185000.0,24979.74562,0,13000,1942,62,3
683031,2,0.0,24182.56155,5000.0,6534.258569,700,19200.0,15816.82012,185000.0,24979.74562,0,13000,1946,58,3
683033,2,33000.0,0.0,0.0,5593.945611,8000,26000.0,4593.945611,10000.0,25238.47341,32000,25000,1966,38,1
683033,2,33000.0,0.0,0.0,5593.945611,8000,26000.0,4593.945611,10000.0,25238.47341,32000,25000,1967,37,3
683033,2,33000.0,0.0,0.0,5593.945611,8000,26000.0,4593.945611,10000.0,25238.47341,32000,25000,1997,7,3
683033,2,33000.0,0.0,0.0,5593.945611,8000,26000.0,4593.945611,10000.0,25238.47341,32000,25000,2002,2,3
683034,2,16000.0,0.0,0.0,9857.978922,10000,18200.0,-2342.021078,353000.0,39571.19742,0,15000,1959,45,1
683034,2,16000.0,0.0,0.0,9857.978922,10000,18200.0,-2342.021078,353000.0,39571.19742,0,15000,1984,20,3
683034,2,16000.0,0.0,0.0,9857.978922,10000,18200.0,-2342.021078,353000.0,39571.19742,0,15000,1989,15,3
683035,2,20600.0,0.0,0.0,26586.4407,0,31000.0,16186.4407,672000.0,1781.401259,19500,14000,1957,47,1
683035,2,20600.0,0.0,0.0,26586.4407,0,31000.0,16186.4407,672000.0,1781.401259,19500,14000,1989,15,3
683035,2,20600.0,0.0,0.0,26586.4407,0,31000.0,16186.4407,672000.0,1781.401259,19500,14000,1992,12,3
683036,2,10400.0,15600.0,0.0,5441.486165,0,13800.0,17641.48617,135200.0,5000.0,0,12000,1933,71,3
683036,2,10400.0,15600.0,0.0,5441.486165,0,13800.0,17641.48617,135200.0,5000.0,0,12000,1938,66,3
683036,2,10400.0,15600.0,0.0,5441.486165,0,13800.0,17641.48617,135200.0,5000.0,0,12000,1973,31,1
683042,2,0.0,15600.0,0.0,5640.902864,0,14400.0,6840.902864,145000.0,33000.0,0,5500,1934,70,3
683042,2,0.0,15600.0,0.0,5640.902864,0,14400.0,6840.902864,145000.0,33000.0,0,5500,1937,67,3
683043,2,9800.0,15600.0,0.0,41.486165,0,17160.0,8281.486165,6000.0,5000.0,0,17000,1949,55,3
683043,2,9800.0,15600.0,0.0,41.486165,0,17160.0,8281.486165,6000.0,5000.0,0,17000,1973,31,3
683043,2,9800.0,15600.0,0.0,41.486165,0,17160.0,8281.486165,6000.0,5000.0,0,17000,1976,28,1
683044,2,18000.0,16900.0,0.0,24656.95755,0,37200.0,22356.95755,200000.0,24500.0,0,25000,1940,64,3
683044,2,18000.0,16900.0,0.0,24656.95755,0,37200.0,22356.95755,200000.0,24500.0,0,25000,1942,62,1
683050,3,0.0,6500.0,0.0,6801.580631,0,16200.0,-2898.419369,301000.0,7000.0,50000,4000,1939,65,3
683052,3,0.0,13650.0,0.0,9641.486165,0,21600.0,1691.486165,653000.0,5000.0,0,10000,1936,68,3
683061,3,0.0,26000.0,0.0,7448.91699,0,26400.0,7048.91699,302500.0,30000.0,0,20000,1931,73,3
683061,3,0.0,26000.0,0.0,7448.91699,0,26400.0,7048.91699,302500.0,30000.0,0,20000,1938,66,3
683062,5,0.0,9100.0,0.0,960.0,0,9360.0,700.0,60500.0,0.0,0,6000,1937,67,3
683062,5,0.0,9100.0,0.0,960.0,0,9360.0,700.0,60500.0,0.0,0,6000,1943,61,3
683062,5,0.0,9100.0,0.0,960.0,0,9360.0,700.0,60500.0,0.0,0,6000,1969,35,3
683062,5,0.0,9100.0,0.0,960.0,0,9360.0,700.0,60500.0,0.0,0,6000,1974,30,3
683065,5,13500.0,0.0,0.0,1200.0,0,13200.0,1500.0,51000.0,0.0,0,7000,1943,61,1
683067,5,13000.0,5000.0,0.0,1596.371699,0,16200.0,3396.371699,100900.0,3000.0,4000,20000,1969,35,1
683067,5,13000.0,5000.0,0.0,1596.371699,0,16200.0,3396.371699,100900.0,3000.0,4000,20000,1971,33,1
683067,5,13000.0,5000.0,0.0,1596.371699,0,16200.0,3396.371699,100900.0,3000.0,4000,20000,1998,6,3
683067,5,13000.0,5000.0,0.0,1596.371699,0,16200.0,3396.371699,100900.0,3000.0,4000,20000,2000,4,3
683068,5,18000.0,0.0,0.0,7203.349174,130,25200.0,-126.6508261,10000.0,403.6494947,0,7200,1962,42,1
683068,5,18000.0,0.0,0.0,7203.349174,130,25200.0,-126.6508261,10000.0,403.6494947,0,7200,1972,32,3
683068,5,18000.0,0.0,0.0,7203.349174,130,25200.0,-126.6508261,10000.0,403.6494947,0,7200,1995,9,3
683068,5,18000.0,0.0,0.0,7203.349174,130,25200.0,-126.6508261,10000.0,403.6494947,0,7200,1999,5,3
683069,5,22680.0,3760.0,0.0,1900.009035,0,22876.0,5464.009035,34000.0,72433.67148,4600,8000,1928,76,3
683069,5,22680.0,3760.0,0.0,1900.009035,0,22876.0,5464.009035,34000.0,72433.67148,4600,8000,1960,44,1
683075,4,27000.0,0.0,0.0,14.76541208,0,13800.0,13214.76541,5000.0,1779.558569,0,8000,1963,41,3
683075,4,27000.0,0.0,0.0,14.76541208,0,13800.0,13214.76541,5000.0,1779.558569,0,8000,1960,44,1
683075,4,27000.0,0.0,0.0,14.76541208,0,13800.0,13214.76541,5000.0,1779.558569,0,8000,1981,23,1
683075,4,27000.0,0.0,0.0,14.76541208,0,13800.0,13214.76541,5000.0,1779.558569,0,8000,1986,18,1
683075,4,27000.0,0.0,0.0,14.76541208,0,13800.0,13214.76541,5000.0,1779.558569,0,8000,1996,8,3
683078,4,38148.0,0.0,0.0,382.97233,1500,24748.0,12282.97233,9000.0,10000.0,11500,28000,1950,54,1
683078,4,38148.0,0.0,0.0,382.97233,1500,24748.0,12282.97233,9000.0,10000.0,11500,28000,1953,51,3
683078,4,38148.0,0.0,0.0,382.97233,1500,24748.0,12282.97233,9000.0,10000.0,11500,28000,1977,27,3
683078,4,38148.0,0.0,0.0,382.97233,1500,24748.0,12282.97233,9000.0,10000.0,11500,28000,1982,22,3
683079,4,0.0,10400.0,0.0,3600.0,0,13200.0,800.0,91000.0,0.0,0,7000,1934,70,3
683079,4,0.0,10400.0,0.0,3600.0,0,13200.0,800.0,91000.0,0.0,0,7000,1975,29,3
683081,4,0.0,11830.0,0.0,3656.519263,0,10800.0,4686.519263,151500.0,6811.820578,0,40050,1921,83,3
683083,5,16800.0,0.0,0.0,2716.009447,0,19800.0,-283.9905534,153000.0,200.0,5000,63000,1974,30,1
683083,5,16800.0,0.0,0.0,2716.009447,0,19800.0,-283.9905534,153000.0,200.0,5000,63000,1972,32,3
683083,5,16800.0,0.0,0.0,2716.009447,0,19800.0,-283.9905534,153000.0,200.0,5000,63000,2002,2,3
683084,4,9000.0,0.0,15000.0,8.297233,0,13236.0,10772.29723,55000.0,5000.0,0,24000,1972,32,1
683084,4,9000.0,0.0,15000.0,8.297233,0,13236.0,10772.29723,55000.0,5000.0,0,24000,1967,37,2
683084,4,9000.0,0.0,15000.0,8.297233,0,13236.0,10772.29723,55000.0,5000.0,0,24000,1989,15,3
683084,4,9000.0,0.0,15000.0,8.297233,0,13236.0,10772.29723,55000.0,5000.0,0,24000,1990,14,3
683084,4,9000.0,0.0,15000.0,8.297233,0,13236.0,10772.29723,55000.0,5000.0,0,24000,2004,0,3
683092,1,12000.0,0.0,0.0,14669.4034,0,24800.0,1869.403398,100000.0,26000.0,0,13000,1964,40,1
683092,1,12000.0,0.0,0.0,14669.4034,0,24800.0,1869.403398,100000.0,26000.0,0,13000,1996,8,3
683094,2,11803.65119,0.0,21000.0,2019.267722,0,32703.65119,2119.267722,195337.9823,19119.88111,120000,12000,1969,35,2
683094,2,11803.65119,0.0,21000.0,2019.267722,0,32703.65119,2119.267722,195337.9823,19119.88111,120000,12000,1970,34,1
683096,2,0.0,19760.0,0.0,10992.93897,0,21780.0,8972.938973,143000.0,119484.665,0,8000,1931,73,3
